date,iso_a3,country_number,currency_code,name,local_price,dollar_price,dollar_ex,usa_price,dollar_ex_implied,over_under_valued
2006-05-01,CHN,156,CNY,China,10.5,1.30824819337154,8.026,2.78,3.776978417266187,-52.94071246864955
2006-05-01,CZE,203,CZK,Czech Republic,59.05,2.67100299441826,22.1078,2.78,21.241007194244606,-3.920755596465475
2006-05-01,DNK,208,DKK,Denmark,27.75,4.76947535771065,5.81825,2.78,9.98201438848921,71.56386178815298
2006-05-01,HKG,344,HKD,Hong Kong,12.0,1.54772806417912,7.7533,2.78,4.316546762589929,-44.32632862665022
2006-05-01,HUN,348,HUF,Hungary,560.0,2.71390936705818,206.3444,2.78,201.43884892086334,-2.3773608971877414
2006-05-01,IDN,360,IDR,Indonesia,14600.0,1.5656836461126,9325.0,2.78,5251.798561151079,-43.68044438443882
2006-05-01,JPN,392,JPY,Japan,250.0,2.23005218322109,112.105,2.78,89.92805755395685,-19.78229556758677
2006-05-01,MYS,458,MYR,Malaysia,5.5,1.51536024245764,3.6295,2.78,1.9784172661870505,-45.49063876051659
2006-05-01,MEX,484,MXN,Mexico,29.0,2.56566782564075,11.3031,2.78,10.431654676258994,-7.709790444577214
2006-05-01,NZL,554,NZD,New Zealand,4.45,2.74520206537899,1.62101,2.78,1.600719424460432,-1.251724266942722
2006-05-01,POL,616,PLN,Poland,6.5,2.09734927318781,3.09915,2.78,2.338129496402878,-24.555781540006837
2006-05-01,RUS,643,RUB,Russia,48.0,1.77359013440488,27.06375,2.78,17.266187050359715,-36.20179372644324
2006-05-01,SGP,702,SGD,Singapore,3.6,2.26800226800227,1.5873,2.78,1.2949640287769786,-18.417184604234947
2006-05-01,ZAF,710,ZAR,South Africa,13.95,2.11459754433834,6.597,2.78,5.017985611510792,-23.935340131714543
2006-05-01,KOR,410,KRW,South Korea,2500.0,2.62494750104998,952.4,2.78,899.2805755395684,-5.5774280197849135
2006-05-01,SWE,752,SEK,Sweden,33.0,4.53013569815569,7.28455,2.78,11.870503597122303,62.95452151639158
2006-05-01,CHE,756,CHF,Switzerland,6.3,5.21156471026182,1.20885,2.78,2.2661870503597124,87.4663564842381
2006-05-01,TWN,158,TWD,Taiwan,75.0,2.3334681559379,32.141,2.78,26.97841726618705,-16.062296548996446
2006-05-01,THA,764,THB,Thailand,60.0,1.56067108856808,38.445,2.78,21.58273381294964,-43.86075220978114
2006-05-01,USA,840,USD,United States,2.78,2.78,1.0,2.78,1.0,-0.0
2006-05-01,PHL,608,PHP,Philippines,85.0,1.61520190023753,52.625,2.78,30.575539568345327,-41.89921222167159
2006-05-01,NOR,578,NOK,Norway,43.0,7.04652344198089,6.1023,2.78,15.467625899280577,153.47206625830552
2006-05-01,PER,604,PEN,Peru,9.5,2.91321680466115,3.261,2.78,3.41726618705036,4.791971390688743
2006-05-01,TUR,792,TRY,Turkey,4.2,2.72461887771651,1.5415,2.78,1.510791366906475,-1.992126700844965
2006-05-01,VEN,862,VEF,Venezuela,5701.25,2.26277792330468,2519.58,2.78,2050.8093525179856,-18.605110672493595
2006-05-01,EGY,818,EGP,Egypt,9.5,1.64623315860157,5.77075,2.78,3.41726618705036,-40.782979906418404
2006-05-01,COL,170,COP,Colombia,6500.0,2.59626138360761,2503.6,2.78,2338.129496402878,-6.609302747927859
2006-05-01,CRI,188,CRC,Costa Rica,1130.0,2.21770830266812,509.535,2.78,406.4748201438849,-20.226320047909386
2006-05-01,PAK,586,PKR,Pakistan,130.0,2.16468237449005,60.055,2.78,46.76258992805756,-22.133727536329108
2006-05-01,SAU,682,SAR,Saudi Arabia,9.0,2.40064017071219,3.749,2.78,3.2374100719424463,-13.646037024741364
2006-05-01,LKA,144,LKR,Sri Lanka,190.0,1.84546646593172,102.955,2.78,68.34532374100719,-33.61631417511807
2006-05-01,UKR,804,UAH,Ukraine,8.5,1.68316831683168,5.05,2.78,3.0575539568345325,-39.45437709238549
2006-05-01,URY,858,UYU,Uruguay,42.28,1.76718913270637,23.925,2.78,15.208633093525181,-36.432045586101644
2006-05-01,ARE,784,AED,UAE,9.0,2.45057997059304,3.6726,2.78,3.2374100719424463,-11.84964134557408
2007-01-01,ARG,32,ARS,Argentina,8.25,2.67098340752732,3.08875,2.89,2.8546712802768166,-7.5784288052831545
2007-01-01,AUS,36,AUD,Australia,3.45,2.72325780568569,1.266865,2.89,1.193771626297578,-5.769626100841208
2007-01-01,BRA,76,BRL,Brazil,6.4,2.99976564330912,2.1335,2.89,2.2145328719723185,3.798119145644163
2007-01-01,GBR,826,GBP,Britain,1.94,3.83373099959688,0.506034461,2.89,0.671280276816609,32.655051889165485
2007-01-01,CAN,124,CAD,Canada,3.63,3.08975613908159,1.17485,2.89,1.2560553633217992,6.911977130850677
2007-01-01,CHL,152,CLP,Chile,1670.0,3.09173377765436,540.15,2.89,577.8546712802768,6.980407531292565
2007-01-01,CHN,156,CNY,China,11.0,1.41491838493498,7.7743,2.89,3.806228373702422,-51.04088633442983
2007-01-01,CZE,203,CZK,Czech Republic,52.1,2.42312620487741,21.50115,2.89,18.027681660899653,-16.154802599397456
2007-01-01,DNK,208,DKK,Denmark,27.75,4.82352838928916,5.75305,2.89,9.602076124567473,66.90409651519582
2007-01-01,HKG,344,HKD,Hong Kong,12.0,1.53876731914675,7.79845,2.89,4.1522491349480966,-46.75545608488743
2007-01-01,HUN,348,HUF,Hungary,590.0,3.03460946376393,194.4237,2.89,204.15224913494808,5.003787673492521
2007-01-01,IDN,360,IDR,Indonesia,15900.0,1.74917491749175,9090.0,2.89,5501.730103806228,-39.474916349766474
2007-01-01,JPN,392,JPY,Japan,280.0,2.30291565571411,121.585,2.89,96.88581314878893,-20.31433717252216
2007-01-01,MYS,458,MYR,Malaysia,5.5,1.57053112507139,3.502,2.89,1.903114186851211,-45.65636245427724
2007-01-01,MEX,484,MXN,Mexico,29.0,2.66314030157768,10.8894,2.89,10.034602076124568,-7.849816554405498
2007-01-01,NZL,554,NZD,New Zealand,4.6,3.22137875010505,1.42796,2.89,1.5916955017301035,11.466392737198783
2007-01-01,POL,616,PLN,Poland,6.9,2.32186422141836,2.97175,2.89,2.387543252595156,-19.65867745957245
2007-01-01,RUS,643,RUB,Russia,49.0,1.84672206832872,26.5335,2.89,16.955017301038062,-36.099582410771056
2007-01-01,SGP,702,SGD,Singapore,3.6,2.34077830878767,1.53795,2.89,1.245674740484429,-19.004210768592667
2007-01-01,ZAF,710,ZAR,South Africa,15.5,2.18010478568163,7.10975,2.89,5.3633217993079585,-24.563848246310226
2007-01-01,KOR,410,KRW,South Korea,2900.0,3.08461415731532,940.15,2.89,1003.4602076124567,6.734053886343316
2007-01-01,SWE,752,SEK,Sweden,32.0,4.54464761228475,7.04125,2.89,11.07266435986159,57.254242639610744
2007-01-01,CHE,756,CHF,Switzerland,6.3,5.04605526631958,1.2485,2.89,2.1799307958477505,74.6039884539648
2007-01-01,TWN,158,TWD,Taiwan,75.0,2.27786973622268,32.9255,2.89,25.951557093425606,-21.180977985374238
2007-01-01,THA,764,THB,Thailand,62.0,1.75637393767705,35.3,2.89,21.453287197231834,-39.22581530529226
2007-01-01,USA,840,USD,United States,2.89,2.89,1.0,2.89,1.0,-0.0
2007-01-01,PHL,608,PHP,Philippines,85.0,1.7329255861366,49.05,2.89,29.41176470588235,-40.03717695029082
2007-01-01,NOR,578,NOK,Norway,41.5,6.80071448470249,6.1023,2.89,14.359861591695502,135.3188403011242
2007-01-01,PER,604,PEN,Peru,9.5,2.9785232795109,3.1895,2.89,3.2871972318339098,3.0630892564323497
2007-01-01,TUR,792,TRY,Turkey,4.55,3.22752261039191,1.40975,2.89,1.57439446366782,11.678983058543713
2007-01-01,VEN,862,VEF,Venezuela,6800.0,1.6483737580837,4125.278,2.89,2352.9411764705883,-42.962845741048525
2007-01-01,EGY,818,EGP,Egypt,9.09,1.59473684210526,5.7,2.89,3.1453287197231834,-44.818794390821346
2007-01-01,COL,170,COP,Colombia,6900.0,3.08128565527559,2239.325,2.89,2387.5432525951555,6.618880805383576
2007-01-01,CRI,188,CRC,Costa Rica,1130.0,2.21770830266812,509.535,2.89,391.0034602076124,-23.262688488992435
2007-01-01,PAK,586,PKR,Pakistan,140.0,2.33119640329698,60.055,2.89,48.44290657439446,-19.335764591800075
2007-01-01,SAU,682,SAR,Saudi Arabia,9.0,2.40064017071219,3.749,2.89,3.1141868512110724,-16.93286606532216
2007-01-01,LKA,144,LKR,Sri Lanka,190.0,1.84546646593172,102.955,2.89,65.7439446366782,-36.1430288604942
2007-01-01,UKR,804,UAH,Ukraine,9.0,1.78217821782178,5.05,2.89,3.1141868512110724,-38.332933639384706
2007-01-01,URY,858,UYU,Uruguay,55.0,2.29885057471264,23.925,2.89,19.03114186851211,-20.454997414787425
2007-01-01,ARE,784,AED,UAE,10.0,2.72286663399227,3.6726,2.89,3.460207612456747,-5.783161453554786
2007-06-01,ARG,32,ARS,Argentina,8.25,2.66860747210092,3.0915,3.0,2.75,-11.046417596635937
2007-06-01,AUS,36,AUD,Australia,3.45,2.94871794871795,1.17,3.0,1.1500000000000001,-1.7094017094016922
2007-06-01,BRA,76,BRL,Brazil,6.9,3.60690015682175,1.913,3.0,2.3000000000000003,20.230005227391533
2007-06-01,GBR,826,GBP,Britain,1.99,4.00716350349906,0.496610632,3.0,0.6633333333333333,33.57211678330183
2007-06-01,CAN,124,CAD,Canada,3.88,3.68313636147895,1.05345,3.0,1.2933333333333332,22.771212049298327
2007-06-01,CHL,152,CLP,Chile,1565.0,2.97104888467015,526.75,3.0,521.6666666666666,-0.965037177661765
2007-06-01,CHN,156,CNY,China,11.0,1.44647389114626,7.6047,3.0,3.6666666666666665,-51.78420362845784
2007-06-01,CZE,203,CZK,Czech Republic,52.9,2.50512034285579,21.11675,3.0,17.633333333333333,-16.495988571473674
2007-06-01,DNK,208,DKK,Denmark,27.75,5.08213834404703,5.4603,3.0,9.25,69.40461146823434
2007-06-01,HKG,344,HKD,Hong Kong,12.0,1.53540057961372,7.81555,3.0,4.0,-48.81998067954271
2007-06-01,HUN,348,HUF,Hungary,600.0,3.32943789100086,180.2106,3.0,200.0,10.981263033362087
2007-06-01,IDN,360,IDR,Indonesia,15900.0,1.76372712146423,9015.0,3.0,5300.0,-41.20909595119245
2007-06-01,JPN,392,JPY,Japan,280.0,2.2891714017087,122.315,3.0,93.33333333333333,-23.694286609709902
2007-06-01,MYS,458,MYR,Malaysia,5.5,1.60139758334547,3.4345,3.0,1.8333333333333333,-46.62008055515117
2007-06-01,MEX,484,MXN,Mexico,29.0,2.693277486522,10.76755,3.0,9.666666666666666,-10.22408378259988
2007-06-01,NZL,554,NZD,New Zealand,4.6,3.59459248261311,1.2797,3.0,1.5333333333333332,19.81974942043707
2007-06-01,POL,616,PLN,Poland,6.9,2.50740410996239,2.75185,3.0,2.3000000000000003,-16.4198630012537
2007-06-01,RUS,643,RUB,Russia,52.0,2.0274287719435,25.64825,3.0,17.333333333333332,-32.419040935216515
2007-06-01,SGP,702,SGD,Singapore,3.95,2.59228876127974,1.52375,3.0,1.3166666666666667,-13.59037462400875
2007-06-01,ZAF,710,ZAR,South Africa,15.5,2.22349734614833,6.971,3.0,5.166666666666667,-25.883421795055707
2007-06-01,KOR,410,KRW,South Korea,2900.0,3.14363143631436,922.5,3.0,966.6666666666666,4.787714543812105
2007-06-01,SWE,752,SEK,Sweden,33.0,4.85890762922118,6.79165,3.0,11.0,61.96358764070587
2007-06-01,CHE,756,CHF,Switzerland,6.3,5.20145310435931,1.2112,3.0,2.1,73.38177014531044
2007-06-01,TWN,158,TWD,Taiwan,75.0,2.28864374971392,32.7705,3.0,25.0,-23.71187500953601
2007-06-01,THA,764,THB,Thailand,62.0,1.79944855608765,34.455,3.0,20.666666666666668,-40.01838146374498
2007-06-01,USA,840,USD,United States,3.0,3.0,1.0,3.0,1.0,-0.0
2007-06-01,PHL,608,PHP,Philippines,85.0,1.85195272073642,45.8975,3.0,28.333333333333332,-38.26824264211922
2007-06-01,NOR,578,NOK,Norway,40.0,6.88006329658233,5.8139,3.0,13.333333333333334,129.33544321941096
2007-06-01,PER,604,PEN,Peru,9.5,2.99968424376381,3.167,3.0,3.1666666666666665,-0.010525207872857933
2007-06-01,TUR,792,TRY,Turkey,4.75,3.6591942069178,1.2981,3.0,1.5833333333333333,21.973140230593422
2007-06-01,VEN,862,VEF,Venezuela,7400.0,3.44618823638989,2147.3,3.0,2466.6666666666665,14.872941212996139
2007-06-01,EGY,818,EGP,Egypt,9.54,1.67655199683669,5.69025,3.0,3.1799999999999997,-44.11493343877686
2007-06-01,COL,170,COP,Colombia,6900.0,3.52760736196319,1956.0,3.0,2300.0,17.586912065439677
2007-06-01,CRI,188,CRC,Costa Rica,1130.0,2.17883827428296,518.625,3.0,376.6666666666667,-27.37205752390134
2007-06-01,PAK,586,PKR,Pakistan,140.0,2.31903263210204,60.37,3.0,46.666666666666664,-22.698912263265424
2007-06-01,SAU,682,SAR,Saudi Arabia,9.0,2.39971203455585,3.75045,3.0,3.0,-20.00959884813822
2007-06-01,LKA,144,LKR,Sri Lanka,210.0,1.8850987432675,111.4,3.0,70.0,-37.16337522441652
2007-06-01,UKR,804,UAH,Ukraine,9.25,1.83988065638986,5.0275,3.0,3.0833333333333335,-38.670644787004804
2007-06-01,URY,858,UYU,Uruguay,62.0,2.5892670703696,23.945,3.0,20.666666666666668,-13.691097654346763
2007-06-01,ARE,784,AED,UAE,10.0,2.72268129654083,3.67285,3.0,3.3333333333333335,-9.243956781972217
2008-06-01,ARG,32,ARS,Argentina,11.0,3.64298724954463,3.0195,3.21,3.426791277258567,13.488699362760958
2008-06-01,AUS,36,AUD,Australia,3.45,3.36257309941521,1.026,3.21,1.074766355140187,4.7530560565484326
2008-06-01,BRA,76,BRL,Brazil,7.5,4.73305566073457,1.5846,3.21,2.336448598130841,47.44721684531372
2008-06-01,GBR,826,GBP,Britain,2.29,4.57049650263512,0.501039657,3.21,0.7133956386292835,42.3830686179165
2008-06-01,CAN,124,CAD,Canada,4.09,4.07553186189029,1.00355,3.21,1.2741433021806854,26.96360940468192
2008-06-01,CHL,152,CLP,Chile,1550.0,3.13352875770747,494.65,3.21,482.8660436137072,-2.3822816913560696
2008-06-01,CHN,156,CNY,China,12.5,1.82908984489318,6.834,3.21,3.8940809968847354,-43.019007947252916
2008-06-01,CZE,203,CZK,Czech Republic,66.08,4.55788577005715,14.49795,3.21,20.585669781931465,41.99021090520705
2008-06-01,DNK,208,DKK,Denmark,28.0,5.95187484057478,4.7044,3.21,8.722741433021808,85.41666170014896
2008-06-01,HKG,344,HKD,Hong Kong,13.3,1.70569677071844,7.7974,3.21,4.1433021806853585,-46.863028949581164
2008-06-01,HUN,348,HUF,Hungary,670.0,4.64446289905988,144.2578,3.21,208.7227414330218,44.68731772772203
2008-06-01,IDN,360,IDR,Indonesia,18700.0,2.04326923076923,9152.0,3.21,5825.545171339564,-36.34675293553797
2008-06-01,JPN,392,JPY,Japan,280.0,2.62037340320996,106.855,3.21,87.22741433021807,-18.368429806543386
2008-06-01,MYS,458,MYR,Malaysia,5.5,1.69857936998147,3.238,3.21,1.7133956386292835,-47.084754829237696
2008-06-01,MEX,484,MXN,Mexico,32.0,3.14697349658258,10.1685,3.21,9.968847352024921,-1.9634424740628265
2008-06-01,NZL,554,NZD,New Zealand,4.9,3.7186005919405,1.3177,3.21,1.5264797507788164,15.844255200638703
2008-06-01,POL,616,PLN,Poland,7.0,3.44581456595043,2.03145,3.21,2.180685358255452,7.346248160449531
2008-06-01,RUS,643,RUB,Russia,59.0,2.53942565938985,23.2336,3.21,18.38006230529595,-20.890166374147988
2008-06-01,SGP,702,SGD,Singapore,3.95,2.91997782295324,1.35275,3.21,1.2305295950155763,-9.03495878650331
2008-06-01,ZAF,710,ZAR,South Africa,16.95,2.24110005619277,7.56325,3.21,5.280373831775701,-30.183798872499246
2008-06-01,KOR,410,KRW,South Korea,3200.0,3.1432640832965,1018.05,3.21,996.8847352024923,-2.0790005203582984
2008-06-01,SWE,752,SEK,Sweden,38.0,6.37492974995177,5.96085,3.21,11.838006230529595,98.59594236609873
2008-06-01,CHE,756,CHF,Switzerland,6.5,6.35914493958812,1.02215,3.21,2.0249221183800623,98.10420372548671
2008-06-01,TWN,158,TWD,Taiwan,75.0,2.47015232606011,30.3625,3.21,23.364485981308412,-23.04821414142969
2008-06-01,THA,764,THB,Thailand,62.0,1.85851318944844,33.36,3.21,19.314641744548286,-42.10239285207348
2008-06-01,USA,840,USD,United States,3.21,3.21,1.0,3.21,1.0,-0.0
2008-06-01,PHL,608,PHP,Philippines,87.0,1.95571540968866,44.485,3.21,27.102803738317757,-39.07428630253399
2008-06-01,NOR,578,NOK,Norway,40.0,7.87533347115167,5.07915,3.21,12.461059190031152,145.3374913131361
2008-06-01,PER,604,PEN,Peru,9.5,3.34507042253521,2.84,3.21,2.959501557632399,4.20780132508447
2008-06-01,TUR,792,TRY,Turkey,5.15,4.31775309159505,1.19275,3.21,1.604361370716511,34.50944210576492
2008-06-01,EGY,818,EGP,Egypt,13.0,2.44705882352941,5.3125,3.21,4.049844236760125,-23.767637896280004
2008-06-01,COL,170,COP,Colombia,7000.0,3.89180774469741,1798.65,3.21,2180.685358255452,21.240116657240236
2008-06-01,CRI,188,CRC,Costa Rica,1800.0,3.26666908642155,551.02,3.21,560.7476635514018,1.765392100359664
2008-06-01,PAK,586,PKR,Pakistan,140.0,1.97461212976023,70.9,3.21,43.613707165109034,-38.48560343426088
2008-06-01,SAU,682,SAR,Saudi Arabia,10.0,2.66698670507128,3.74955,3.21,3.115264797507788,-16.916302022701714
2008-06-01,LKA,144,LKR,Sri Lanka,210.0,1.95258019525802,107.55,3.21,65.42056074766356,-39.17195653401807
2008-06-01,UKR,804,UAH,Ukraine,11.0,2.39130434782609,4.6,3.21,3.426791277258567,-25.50453745090071
2008-06-01,URY,858,UYU,Uruguay,61.0,3.18537859007833,19.15,3.21,19.003115264797508,-0.7670221159398971
2008-06-01,ARE,784,AED,UAE,10.0,2.72268129654083,3.67285,3.21,3.115264797507788,-15.181268020534787
2009-07-01,ARG,32,ARS,Argentina,11.5,3.01738274844211,3.81125,3.43,3.3527696793002915,-12.029657479821799
2009-07-01,AUS,36,AUD,Australia,4.34,3.37244541145388,1.2869,3.43,1.2653061224489794,-1.6779763424524474
2009-07-01,BRA,76,BRL,Brazil,8.03,4.0208302037955,1.9971,3.43,2.341107871720116,17.225370373046722
2009-07-01,GBR,826,GBP,Britain,2.29,3.68827400060635,0.620886626,3.43,0.6676384839650146,7.529854245083145
2009-07-01,CAN,124,CAD,Canada,3.89,3.35099280699487,1.16085,3.43,1.1341107871720117,-2.3034167056887767
2009-07-01,CHL,152,CLP,Chile,1750.0,3.19022878497858,548.55,3.43,510.204081632653,-6.990414432111369
2009-07-01,CHN,156,CNY,China,12.5,1.82943785033735,6.8327,3.43,3.6443148688046647,-46.66361952369247
2009-07-01,CZE,203,CZK,Czech Republic,67.92,3.63956906044782,18.66155,3.43,19.801749271137027,6.109885144251304
2009-07-01,DNK,208,DKK,Denmark,29.5,5.52693208430913,5.3375,3.43,8.600583090379008,61.13504618977061
2009-07-01,HKG,344,HKD,Hong Kong,13.3,1.71601832139862,7.7505,3.43,3.877551020408163,-49.970311329486314
2009-07-01,HUN,348,HUF,Hungary,720.0,3.61522552228711,199.1577,3.43,209.91253644314867,5.400160999624237
2009-07-01,IDN,360,IDR,Indonesia,20900.0,2.04901960784314,10200.0,3.43,6093.294460641399,-40.26181901331961
2009-07-01,ISR,376,ILS,Israel,15.0,3.77429703717683,3.97425,3.43,4.373177842565598,10.037814494951203
2009-07-01,JPN,392,JPY,Japan,320.0,3.45703019499811,92.565,3.43,93.29446064139941,0.7880523323063882
2009-07-01,MYS,458,MYR,Malaysia,6.77,1.87951138256524,3.602,3.43,1.9737609329446062,-45.20374977943903
2009-07-01,MEX,484,MXN,Mexico,33.0,2.38950356253258,13.8104,3.43,9.620991253644315,-30.335173104006298
2009-07-01,NZL,554,NZD,New Zealand,4.9,3.07721292429428,1.59235,3.43,1.4285714285714286,-10.285337484131718
2009-07-01,POL,616,PLN,Poland,7.6,2.40868393946597,3.15525,3.43,2.215743440233236,-29.77597844122539
2009-07-01,RUS,643,RUB,Russia,67.0,2.04293829411603,32.7959,3.43,19.533527696793,-40.439116789620044
2009-07-01,SGP,702,SGD,Singapore,4.22,2.88152953226357,1.4645,3.43,1.2303206997084546,-15.99039264537694
2009-07-01,ZAF,710,ZAR,South Africa,17.95,2.16774349375038,8.2805,3.43,5.233236151603498,-36.80048123176742
2009-07-01,KOR,410,KRW,South Korea,3400.0,2.58653480410803,1314.5,3.43,991.2536443148688,-24.590822037666882
2009-07-01,SWE,752,SEK,Sweden,39.0,4.93099764197164,7.90915,3.43,11.370262390670554,43.76086419742391
2009-07-01,CHE,756,CHF,Switzerland,6.5,5.98499148289674,1.08605,3.43,1.8950437317784257,74.48954760631882
2009-07-01,TWN,158,TWD,Taiwan,75.0,2.2607044355021,33.1755,3.43,21.865889212827987,-34.090249693816254
2009-07-01,THA,764,THB,Thailand,64.49,1.88760427337919,34.165,3.43,18.801749271137023,-44.96780544083997
2009-07-01,USA,840,USD,United States,3.43,3.43,1.0,3.43,1.0,-0.0
2009-07-01,PHL,608,PHP,Philippines,99.39,2.0541490131239,48.385,3.43,28.97667638483965,-40.11227366985708
2009-07-01,NOR,578,NOK,Norway,40.0,6.14510120213542,6.50925,3.43,11.661807580174926,79.15746945001231
2009-07-01,PER,604,PEN,Peru,8.056,2.66102926603686,3.0274,3.43,2.34868804664723,-22.418971835659974
2009-07-01,TUR,792,TRY,Turkey,5.65,3.64504370826748,1.55005,3.43,1.6472303206997085,6.269495867856434
2009-07-01,EGY,818,EGP,Egypt,13.0,2.32776758135995,5.58475,3.43,3.7900874635568513,-32.13505593702759
2009-07-01,COL,170,COP,Colombia,7000.0,3.34033212445123,2095.6,3.43,2040.816326530612,-2.6142237769320453
2009-07-01,CRI,188,CRC,Costa Rica,2000.0,3.43306383782206,582.57,3.43,583.0903790087464,0.08932471784444118
2009-07-01,PAK,586,PKR,Pakistan,190.0,2.30024213075061,82.6,3.43,55.393586005830905,-32.93754720843716
2009-07-01,SAU,682,SAR,Saudi Arabia,11.0,2.9330204778157,3.7504,3.43,3.206997084548105,-14.489198897501465
2009-07-01,LKA,144,LKR,Sri Lanka,210.0,1.82831272853909,114.86,3.43,61.224489795918366,-46.69642190848131
2009-07-01,UKR,804,UAH,Ukraine,14.0,1.82767624020888,7.66,3.43,4.081632653061225,-46.71497841956626
2009-07-01,URY,858,UYU,Uruguay,61.0,2.63271471730686,23.17,3.43,17.784256559766764,-23.244468883181867
2009-07-01,ARE,784,AED,UAE,10.0,2.72257010618023,3.673,3.43,2.9154518950437316,-20.62477824547423
2010-01-01,ARG,32,ARS,Argentina,7.0,1.84283269711728,3.7985,3.43,2.0408163265306123,-46.273099209408656
2010-01-01,AUS,36,AUD,Australia,4.35,3.97787023912944,1.09355,3.43,1.268221574344023,15.97289326907989
2010-01-01,BRA,76,BRL,Brazil,8.2,4.75831253989439,1.7233,3.43,2.39067055393586,38.72631311645447
2010-01-01,GBR,826,GBP,Britain,2.29,3.67132800005874,0.623752495,3.43,0.6676384839650146,7.035801750983706
2010-01-01,CAN,124,CAD,Canada,4.12,3.97376543209877,1.0368,3.43,1.2011661807580174,15.853219594716194
2010-01-01,CHL,152,CLP,Chile,1600.0,3.18028225004969,503.1,3.43,466.4723032069971,-7.2804008731868315
2010-01-01,CHN,156,CNY,China,12.5,1.83091164752754,6.8272,3.43,3.6443148688046647,-46.62065167558202
2010-01-01,CZE,203,CZK,Czech Republic,67.64,3.7144324150675,18.21005,3.43,19.7201166180758,8.292490235204198
2010-01-01,DNK,208,DKK,Denmark,30.94,5.99385890990808,5.16195,3.43,9.020408163265307,74.74807317516262
2010-01-01,HKG,344,HKD,Hong Kong,14.8,1.90806479684911,7.75655,3.43,4.314868804664723,-44.37128872160015
2010-01-01,HUN,348,HUF,Hungary,720.0,3.85747074215594,186.6508,3.43,209.91253644314867,12.462703852942859
2010-01-01,IDN,360,IDR,Indonesia,20900.0,2.24248927038627,9320.0,3.43,6093.294460641399,-34.62130407037125
2010-01-01,ISR,376,ILS,Israel,14.9,3.9919624916276,3.7325,3.43,4.34402332361516,16.3837461115917
2010-01-01,JPN,392,JPY,Japan,320.0,3.49573956740223,91.54,3.43,93.29446064139941,1.916605463621801
2010-01-01,MYS,458,MYR,Malaysia,7.05,2.08118081180812,3.3875,3.43,2.0553935860058306,-39.32417458285371
2010-01-01,MEX,484,MXN,Mexico,32.0,2.49731733489416,12.81375,3.43,9.32944606413994,-27.191914434572706
2010-01-01,NZL,554,NZD,New Zealand,4.9,3.61130559752368,1.35685,3.43,1.4285714285714286,5.285877478824386
2010-01-01,POL,616,PLN,Poland,8.1,2.85648793045686,2.83565,3.43,2.3615160349854225,-16.720468499799956
2010-01-01,RUS,643,RUB,Russia,70.0,2.3390249607378,29.927,3.43,20.408163265306122,-31.806852456624046
2010-01-01,SGP,702,SGD,Singapore,4.45,3.18870696141306,1.39555,3.43,1.2973760932944607,-7.03478246609146
2010-01-01,ZAF,710,ZAR,South Africa,17.95,2.45738928058046,7.3045,3.43,5.233236151603498,-28.355997650715338
2010-01-01,KOR,410,KRW,South Korea,3400.0,2.98114861902674,1140.5,3.43,991.2536443148688,-13.086046092514792
2010-01-01,SWE,752,SEK,Sweden,39.0,5.50684119117211,7.0821,3.43,11.370262390670554,60.5493058650761
2010-01-01,CHE,756,CHF,Switzerland,6.5,6.30364156524269,1.03115,3.43,1.8950437317784257,83.77963747063237
2010-01-01,TWN,158,TWD,Taiwan,75.0,2.35534270236319,31.8425,3.43,21.865889212827987,-31.331116549178027
2010-01-01,THA,764,THB,Thailand,70.0,2.112569790252,33.135,3.43,20.408163265306122,-38.40904401597669
2010-01-01,USA,840,USD,United States,3.43,3.43,1.0,3.43,1.0,-0.0
2010-01-01,PHL,608,PHP,Philippines,101.52,2.21080139372822,45.92,3.43,29.597667638483962,-35.5451488708973
2010-01-01,NOR,578,NOK,Norway,40.0,7.02302674895313,5.69555,3.43,11.661807580174926,104.7529664417822
2010-01-01,PER,604,PEN,Peru,8.056,2.80647970736805,2.8705,3.43,2.34868804664723,-18.178434187520274
2010-01-01,TUR,792,TRY,Turkey,5.65,3.83167746092028,1.47455,3.43,1.6472303206997085,11.710713146363872
2010-01-01,EGY,818,EGP,Egypt,13.0,2.37877401646844,5.465,3.43,3.7900874635568513,-30.647987858063107
2010-01-01,COL,170,COP,Colombia,8200.0,3.91296048864287,2095.6,3.43,2390.67055393586,14.08048071845105
2010-01-01,CRI,188,CRC,Costa Rica,2050.0,3.51889043376762,582.57,3.43,597.667638483965,2.5915578357905478
2010-01-01,PAK,586,PKR,Pakistan,200.0,2.42130750605327,82.6,3.43,58.309037900874635,-29.407944429933853
2010-01-01,SAU,682,SAR,Saudi Arabia,10.0,2.66652445202923,3.7502,3.43,2.9154518950437316,-22.258762331509473
2010-01-01,LKA,144,LKR,Sri Lanka,210.0,1.82831272853909,114.86,3.43,61.224489795918366,-46.69642190848131
2010-01-01,UKR,804,UAH,Ukraine,14.0,1.82767624020888,7.66,3.43,4.081632653061225,-46.71497841956626
2010-01-01,URY,858,UYU,Uruguay,77.0,3.32326283987915,23.17,3.43,22.448979591836732,-3.1118705574590844
2010-01-01,ARE,784,AED,UAE,11.0,2.99482711679826,3.673,3.43,3.206997084548105,-12.687256070021647
2010-07-01,ARG,32,ARS,Argentina,14.0,3.55894502700985,3.93375,3.53,3.96600566572238,0.8199724365396843
2010-07-01,AUS,36,AUD,Australia,4.35,3.83691750028815,1.133722578,3.53,1.2322946175637393,8.694546750372577
